Dataset,project_name,passed_CDHIT_filter,signal_to_noise,EternaScore,GC content,Length,Max. reactivity,Median reactivity,"Target structure, total loops","Target structure, # hairpins","Target structure, # Internal loops","Target structure, # Multiloops",# constructs,Sequence Entropy,Mean_of_package_correlations,Stddev_of_package_correlations,cfold_zscore
Round 09,Short Stacks 3,True,2.3038,92.956,0.4071028037,86.0,4.984028,0.5746600000000001,6.0,3.0,2.0,1.0,25,0.3053446133,0.5844558496,0.062148266300000005,-0.7573245036
Round 10,Bistable hairpin mutate and map - Shape 0,True,2.2796923077,73.8307692308,0.4370122631,48.0,1.5892230769,0.0,2.0,1.0,1.0,0.0,13,0.221686,0.5587597407,0.0579307105,1.3065023381
Round 10,Chicken Leg - Reversed,True,2.4405666667,88.08,0.47289719630000004,86.0,2.39076,0.12828499999999998,6.0,3.0,2.0,1.0,30,0.5106170147,0.5894185583,0.046674567800000004,1.0885571198
Round 10,Double 1-3 Loop,True,1.8163636364,92.3886363636,0.38806287170000003,86.0,3.1416090909,0.0702670455,4.0,1.0,3.0,0.0,44,0.5717352185,0.7111634086,0.031696428,0.5445905587000001
Round 10,Example project..,True,3.4005454545,95.7515151515,0.39082412910000003,86.0,2.2627757576,0.14425000000000002,4.0,2.0,1.0,1.0,33,0.48993827710000004,0.7508583084,0.0380095117,0.9192603478
Round 10,FMN Shape Test- 1st State,True,4.2641428571,84.7571428571,0.4359145527,86.0,2.5228392857,0.2983375,7.0,3.0,3.0,1.0,28,0.3653030266,0.5501946605,0.0518600705,0.8039206227
Round 10,FMN Shape Test- 2nd State,True,3.4118947368,89.6131578947,0.4289227742,86.0,2.7678605263,0.2204842105,5.0,1.0,4.0,0.0,38,0.39391427970000004,0.5707551052000001,0.049069129100000004,0.31227745900000003
Round 10,G-U GAGA Tetraloop Boost,True,4.4047931034,82.2,0.5114405414000001,86.0,2.1920206897,0.3634603448,8.0,4.0,1.0,3.0,29,0.3558159692,0.5007621714,0.0482340522,1.6016992792
Round 10,Hexaloop Kd and SHAPE test,True,5.0373333333,93.7592592593,0.3899968344,96.0,3.9968888889,0.5606666667,5.0,4.0,0.0,1.0,27,0.38473925340000004,0.6670070469,0.0378684774,0.7360086171
Round 10,Influenza PB2 mutant sequences - Shape 0,True,8.21,71.4,0.40196078430000004,81.0,2.2057666667,0.2666333333,4.0,1.0,3.0,0.0,3,0.11537177300000001,0.5585197024,0.0333631888,0.1564142415
Round 10,Large GU stack,True,2.9297727273,81.4318181818,0.4011544012,105.0,3.6482818182,0.7944409091,6.0,4.0,0.0,2.0,22,0.3706532709,0.5131770493,0.0633432726,0.7512355573
Round 10,M-stable double mutants - Shape 0,True,6.192,96.4666666667,0.42696629210000003,68.0,2.8455666667,0.1968166667,2.0,1.0,1.0,0.0,3,0.1228239233,0.6545879440000001,0.017014269800000002,0.28723982060000003
Round 10,MedLoop Double Mutants - Shape 0,True,5.909,88.9,0.4038461538,83.0,3.3115,0.17325000000000002,3.0,1.0,2.0,0.0,1,0.0,0.7542378046,0.054021646300000004,-0.7951511415
Round 10,Neck strength analysis 3 of 3 - Weak - AUs + GUs.,True,3.36315,91.185,0.421875,91.0,3.251455,0.27964249999999996,5.0,3.0,1.0,1.0,20,0.3907741824,0.6515818491,0.0377047971,1.1894552678
Round 10,Permuted Loops - Shape 30,True,3.1015,88.7,0.49137931030000004,95.0,3.1477,0.15375000000000003,6.0,3.0,2.0,1.0,2,0.0344827586,0.6162831175,0.0366001152,0.036161233
Round 10,RPL11a Pseudouridylation Site Mutate and Map - Shape 0,True,5.817,86.6,0.3939393939,78.0,2.0278,0.2298,4.0,2.0,1.0,1.0,1,0.0,0.7719574173,0.0050809465,0.14300912370000002
Round 10,Repetitious sequences,True,2.1279259259,85.8740740741,0.45725164420000003,86.0,2.3294925926,0.1106203704,7.0,1.0,6.0,0.0,27,0.5255523028,0.4783003107,0.028886000800000002,0.9314323883000001
Round 10,Reproducibility Lab Another Round - Shape 1,True,2.9939999999999998,93.3,0.47663551400000004,86.0,2.2713,0.3924,9.0,3.0,5.0,1.0,1,0.0,0.6412497166000001,0.0718817551,-0.2265277392
Round 10,Reproducibility Lab Another Round - Shape 10,True,1.6360000000000001,92.0,0.4299065421,86.0,1.6406,0.0333,5.0,2.0,2.0,1.0,1,0.0,0.7978333116,0.008554735,0.2072985485
Round 10,Reproducibility Lab Another Round - Shape 13,True,5.2,84.7,0.3846153846,109.0,2.4295,0.5355,7.0,3.0,2.0,2.0,1,0.0,0.6322458249,,1.1824698885
Round 10,Reproducibility Lab Another Round - Shape 19,True,2.3931,84.0,0.4121495327,86.0,2.96701,0.11510000000000001,5.0,2.0,2.0,1.0,10,0.4842570212,0.624148451,0.055927151700000004,0.4246382071
Round 10,Reproducibility Lab Another Round - Shape 3,True,2.698,90.65,0.5093457944,86.0,2.5669,0.053750000000000006,5.0,3.0,1.0,1.0,2,0.1542056075,0.8191335971,0.012477923,0.20037822190000001
Round 10,Reproducibility Lab Another Round - Shape 4,True,1.464,100.0,0.2523364486,86.0,4.7987,0.10350000000000001,2.0,1.0,1.0,0.0,1,0.0,0.8763633283000001,0.007262838200000001,0.1609890068
Round 10,Reversed motor - step 1,True,2.1346875,86.284375,0.44731104650000003,65.0,1.9649031250000002,0.058884375,4.0,2.0,1.0,1.0,32,0.4679077052,0.5910978499,0.048556914,0.8973711604
Round 10,Robot serial killer 3 - Lab killer too?,True,2.5719354839,89.8548387097,0.4561350618,86.0,2.4723677419,0.1899774194,6.0,3.0,1.0,2.0,31,0.46090423420000004,0.6186494244,0.0671859081,0.7545534367000001
Round 10,SHAPE Profile - A-C Mismatch - Pilot Run,True,1.2678421053,82.8,0.4449392713,109.0,2.4416052632,0.11074473680000001,2.0,1.0,1.0,0.0,19,0.47530436460000003,0.4431575535,0.0544981728,0.9653062745000001
Round 10,SHAPE Profile - A-G Mismatch - Pilot Run,True,1.4386666667,81.1142857143,0.4743589744,109.0,1.5846523810000002,0.08895714290000001,2.0,1.0,1.0,0.0,21,0.4626297279,0.6100976705000001,0.0321640487,0.48914091600000004
Round 10,SHAPE Profile - C-A Mismatch - Pilot Run,True,1.2890625,82.2,0.425,109.0,1.768425,0.12949375,2.0,1.0,1.0,0.0,16,0.47307227570000004,0.4387210574,0.0871593978,1.1031663218
Round 10,SHAPE Profile - C-C Mismatch - Pilot Run,True,1.7347727273,82.1818181818,0.4877622378,109.0,1.5587863636,0.06532272730000001,2.0,1.0,1.0,0.0,22,0.4731883269,0.4388916901,0.0667555163,0.5131590935
Round 10,SHAPE Profile - C-U Mismatch - Pilot Run,True,2.2632105263,85.9263157895,0.45951417,109.0,1.6073157894999999,0.09103157890000001,2.0,1.0,1.0,0.0,19,0.4782891496,0.46900930900000004,0.061897062200000005,0.8946706169
Round 10,SHAPE Profile - G-A Mismatch - Pilot Run,True,1.1124444444,78.1833333333,0.4594017094,109.0,2.2175666667,0.1311611111,2.0,1.0,1.0,0.0,18,0.46339764110000004,0.4798253557,0.06373262140000001,0.8601346677
Round 10,SHAPE Profile - U-C Mismatch - Pilot Run,True,0.8451500000000001,82.755,0.45346153850000004,109.0,5.82823,0.0804425,2.0,1.0,1.0,0.0,20,0.4976748493,0.464938334,0.052030284600000004,0.7398890834
Round 10,SHAPE Profile - U-U Mismatch - Pilot Run,True,1.8666190476,84.8571428571,0.3864468864,109.0,2.3635142857,0.1175547619,2.0,1.0,1.0,0.0,21,0.4721050832,0.4185789653,0.0625656807,0.9694454094
Round 10,Single strand barcodes - Shape 0,True,2.963625,88.425,0.4348273026,72.5,2.289925,0.025025,2.625,0.875,1.75,0.0,8,,0.7346027125,0.0744827727,0.0070437244000000005
Round 10,Single strand barcodes - Shape 1,True,2.8742,95.93,0.4697916667,75.0,1.79139,0.026480000000000004,4.0,3.0,0.0,1.0,10,0.4829697301,0.7683505408,0.022524973900000002,0.4524867824
Round 10,Single strand barcodes - Shape 2,True,4.8645714286,92.6428571429,0.4345238095,75.0,2.7301714286000003,0.17875000000000002,6.0,2.0,3.0,1.0,7,0.2795762009,0.6603927212,0.038988889400000004,0.2455290792
Round 10,Single strand barcodes - Shape 3,True,4.4948333333,82.0333333333,0.45532646050000003,76.0,2.7801666667,0.333625,5.0,3.0,0.0,2.0,6,0.22193555850000002,0.6099942053,0.059906400500000005,0.3789723414
Round 10,Un-stable alternative mutate-and-map - Shape 0,True,5.878,92.4333333333,0.41843971630000004,73.0,2.4684,0.31618333330000004,2.0,1.0,1.0,0.0,3,0.0945448804,0.5697956128,0.0206503943,0.5708009137
Round 10,Unmodified tRNA sequences,True,4.0403636364,94.7727272727,0.4758297258,105.0,2.8967,0.2527295455,6.0,4.0,1.0,1.0,22,0.4068421633,0.6820758907000001,0.0486826478,0.3174905422
Round 10,Wobble Quad Stability 1,True,2.3267272727,88.6272727273,0.41958041960000003,109.0,2.2228136364,0.29987272730000003,6.0,3.0,1.0,2.0,22,0.5029837705,0.6268543905,0.0432273268,0.9732513766
Round 11,A-U Closing Base Pairs 3,True,3.7838888889,92.1222222222,0.3593593594,90.0,2.2008111111,0.1698555556,4.0,2.0,1.0,1.0,27,0.3805820574,0.7912103191000001,0.0467905426,0.5493883016000001
Round 11,A-U Closing Base Pairs 4,True,4.19112,93.512,0.38774774770000003,90.0,2.218912,0.170932,4.0,2.0,1.0,1.0,25,0.3915490064,0.7807474541,0.052129984600000005,0.5836085655000001
Round 11,Alien partial glasses - Mirror version,True,3.5228636364,87.5613636364,0.4395329441,88.0,2.3217886364,0.2603227273,7.0,2.0,4.0,1.0,44,0.48964818050000003,0.5952434622,0.0399163905,1.1859354493
Round 11,Don Quixote,True,2.347625,90.485,0.4142307692,109.0,2.3019775,0.0948675,5.0,2.0,2.0,1.0,40,0.6368175287,0.689565875,0.0472018585,0.7186679712
Round 11,Impossible Folding II - The Intramolecular G-quadruplex,True,4.4375714286,82.9333333333,0.4377038487,52.0,2.1562761905,0.0,3.0,1.0,2.0,0.0,21,0.31203100110000004,0.5161109772,0.037409666200000004,0.9717502392
Round 11,Let's break the barcode,True,6.918,89.3,0.49532710280000003,86.0,1.6365,0.050800000000000005,5.0,3.0,1.0,1.0,1,0.0,0.7844053743,0.0313748603,-0.40574220580000003
Round 11,Mummiebrain's M2,True,4.50324,86.628,0.4178125,107.0,2.287288,0.632952,8.0,4.0,2.0,2.0,25,0.42215413360000004,0.6211904679,0.0384291379,0.5635095789
Round 11,PB2elem2_MR_syn - Shape 0,True,6.9846666667,97.2,0.4142394822,82.0,1.6640333333,0.1781,1.0,1.0,0.0,0.0,3,0.1365403925,0.49772025300000006,0.0523646729,-0.2013842059
Round 11,Relaxed multiloop 1,True,3.5348518519,95.9444444444,0.3977154725,86.0,1.9821666667,0.1322444444,4.0,2.0,1.0,1.0,27,0.4735903877,0.7201076355,0.0579197548,0.4271498621
Round 11,Relaxed multiloop 3,True,3.198,96.7555555556,0.3992133727,92.0,2.1119296296,0.1842592593,4.0,2.0,1.0,1.0,27,0.4487243166,0.7011961997,0.059552613600000005,0.3356285263
Round 11,Reversed motor - Step 2,True,2.1678333333,89.9433333333,0.43793103450000004,66.0,1.7913000000000001,0.048026666700000005,4.0,2.0,1.0,1.0,30,0.4409687809,0.6183813347,0.0536662589,0.7424344808000001
Round 11,Reversed motor - Step 3,True,2.0356333333,89.0833333333,0.445210728,66.0,1.71703,0.05414000000000001,4.0,2.0,1.0,1.0,30,0.4451679686,0.6362453946000001,0.042175123,0.7983548693
Round 11,Reversed motor - Step 4,True,2.086625,87.190625,0.4436773256,65.0,1.5318218749999999,0.0398875,4.0,2.0,1.0,1.0,32,0.43769794360000003,0.6364572724,0.0436392861,0.4246006782
Round 11,Single to Switch try #2 - Mirror version,True,2.8806666667,94.2791666667,0.402453271,86.0,2.88210625,0.12545625,4.0,2.0,1.0,1.0,48,0.5325358241,0.7172738402000001,0.0364640786,0.7933400432000001
Round 11,T.thermophilise16S Hammerhead,True,3.84492,91.088,0.4,73.0,2.713552,0.15718000000000001,4.0,2.0,1.0,1.0,25,0.3590234873,0.6624138931,0.0402989998,0.5193225684
Round 11,Test of locking loop bases in a ribozyme-like structure,True,4.0033684211,88.9789473684,0.4092474176,86.0,2.6528473684,0.34487368420000003,4.0,2.0,1.0,1.0,19,0.29363609100000004,0.5121203907,0.0305724648,0.3242815857
Round 12,Cobalamin Riboswitches  - Shape 0,True,0.8643333333000001,70.1333333333,0.5658914729,108.0,2.2729,0.2044666667,1.0,1.0,0.0,0.0,3,0.4282295222,0.3877457603,0.0126198574,0.3887139524
Round 12,Cobalamin Riboswitches  - Shape 1,True,3.0564285714,86.1857142857,0.5573770492,101.0,2.3587714286,0.1348285714,1.0,1.0,0.0,0.0,7,0.5895187408,0.3912847926,0.031122878200000002,0.4979484914
Round 12,Cobalamin Riboswitches  - Shape 12,True,2.5574,77.42,0.5936,104.0,2.2794,0.062340000000000007,1.0,1.0,0.0,0.0,5,0.5378433231,0.3791877669,0.0173088382,0.8551865946
Round 12,Cobalamin Riboswitches  - Shape 2,True,3.9597142857,88.6142857143,0.6033057851,100.0,1.9646285714,0.1001714286,1.0,1.0,0.0,0.0,7,0.5278336464,0.5460952303000001,0.058803917000000004,0.34967667680000003
Round 12,Cobalamin Riboswitches  - Shape 23,True,1.7125,87.2,0.5158730159,105.0,2.94315,0.2005,1.0,1.0,0.0,0.0,2,0.2857142857,0.5839959896,0.0114105781,0.9877898666
Round 12,Intrinsical - Frequency 1,True,4.0466086957,92.6434782609,0.3112555872,86.0,4.6660913043,0.8146913043,1.0,1.0,0.0,0.0,23,0.3970185389,0.37639761600000005,0.0243392788,0.8794850401000001
Round 12,Intrinsical - Frequency 8,True,2.3313333333,98.6666666667,0.214953271,86.0,7.5208666667,1.4470666667,1.0,1.0,0.0,0.0,3,0.07917926410000001,0.43839042980000004,0.0043068084,0.026420042600000002
Round 12,Nando's Zippers - Shape 0,True,14.434,89.1,0.34156378600000004,60.0,3.3269,0.0417666667,3.0,2.0,0.0,1.0,3,0.10459483030000001,0.5660314111,0.0138276231,0.48754502460000004
Round 12,New Frontier 3,True,0.6477714286,76.7257142857,0.4323076923,109.0,8.3481457143,0.32988285710000004,11.0,5.0,2.0,4.0,35,0.5870504035,0.36278281030000004,0.0256506165,0.7503113009
Round 12,Repeatability - Melted Helix Variation 1,True,1.5450625,91.5875,0.4515186916,86.0,3.4017375,0.06793125,4.0,2.0,1.0,1.0,16,0.42954818180000004,0.6729444809,0.0480909911,0.21298432
Round 12,Repeatability - Melted Helix Variation 2,True,1.33135,90.385,0.4336448598,86.0,2.59,0.06764,4.0,2.0,1.0,1.0,20,0.421566292,0.6439049258,0.0628338269,0.2498180771
Round 12,Reversed G-C Multibranch Loop Closing Base Pairs 2,True,2.7002592593,93.8666666667,0.4138176638,83.0,2.7574777778,0.1159666667,4.0,2.0,1.0,1.0,27,0.4600300181,0.7062807222,0.0284897738,0.5918752007
Round 12,SHAPE Profile - A-A Mismatch - Pilot Run,True,0.18558333330000001,80.1875,0.39326923080000004,109.0,22.2082083333,0.0,2.0,1.0,1.0,0.0,24,0.4693160631,0.073629156,0.0259236644,0.1701638782
Round 12,SHAPE Profile - A-G Mismatch - Pilot Run 2A,True,0.4989285714,71.1285714286,0.4478021978,109.0,15.0234571429,0.0671642857,7.0,2.0,4.0,1.0,14,0.3643850899,0.2686931396,0.0259695003,-0.2999580583
Round 12,SHAPE Profile - G-G Mismatch - Pilot Run,True,0.354826087,73.7782608696,0.5060200669,109.0,6.5148521739,0.0310956522,3.0,1.0,2.0,0.0,23,0.43746125480000003,0.3658621689,0.029039783000000003,-0.1927447933
Round 12,SHAPE Profile - Most Likely Base Pair C/G,True,0.22243478260000002,79.9652173913,0.43410852710000003,108.0,25.0518782609,0.0018130435,5.0,1.0,4.0,0.0,23,0.5038230046000001,0.1124242597,0.0165974389,-0.0660707042
Round 12,SHAPE Profile - U-U Mismatch - Pilot Run 2A,True,0.4391818182,77.7272727273,0.4258741259,109.0,5.3633272727,0.0366,7.0,2.0,4.0,1.0,11,0.35924975330000003,0.27053048350000003,0.0534168955,0.343037888
Round 12,SHAPE Profile - U-U Mismatch - Pilot Run 2B,True,0.3072352941,71.9529411765,0.4104072398,109.0,9.4405941176,0.0384941176,7.0,2.0,4.0,1.0,17,0.37453870980000004,0.2261760689,0.0150394351,0.4900910102
Round 12,Tetraloop Competition - UUCG,True,3.4117619048,89.5428571429,0.4576485461,92.0,1.9331142856999999,0.15169523810000002,5.0,3.0,1.0,1.0,21,0.4162535472,0.5993341895000001,0.0641028066,0.6597455664
Round 12,Tetraloop Competition Series - GAAA,True,2.106,92.75625,0.4225663717,92.0,2.23828125,0.1421125,5.0,3.0,1.0,1.0,16,0.4042791905,0.6255036671,0.0516631797,0.5095782646
Round 12,Tetraloop Competition Series - GAGA,True,2.6689473684,92.4684210526,0.4499301351,92.0,2.0993473684,0.17007368420000002,5.0,3.0,1.0,1.0,19,0.4162112939,0.6499372823,0.038884257900000004,0.6680894274
Round 12,Tetraloop Competition Series - UACG,True,2.9154705882,88.5294117647,0.4575741801,92.0,1.9885588235,0.1626058824,5.0,3.0,1.0,1.0,17,0.4203424623,0.6047560972,0.0405216482,1.2855022973999999
Round 12,The RFAM Mapping project - Shape 40,True,18.396,94.7,0.4382022472,68.0,4.52,0.0437,3.0,1.0,2.0,0.0,1,0.0,0.7255986714,0.0085112204,0.16089227990000002
Round 12,The RFAM Mapping project - Shape 44,True,16.84,92.9,0.5294117647000001,81.0,4.7907,0.1287,4.0,2.0,1.0,1.0,1,0.0,0.6313296811,0.0043775154,0.7440884198000001
Round 12,The RFAM Mapping project - Shape 46,True,17.503,95.525,0.31690140850000004,50.0,2.4003,0.0,1.0,1.0,0.0,0.0,4,0.3489198283,0.5810264246,0.0243925633,0.4935880389
Round 12,The RFAM Mapping project - Shape 49,True,10.438,99.35,0.32142857140000003,49.0,2.763975,0.0,1.0,1.0,0.0,0.0,4,0.26428571430000003,0.5058871923,0.0444373592,-0.5774970222
Round 12,The RFAM Mapping project - Shape 69,True,7.541,94.1,0.5700000000000001,79.0,2.8531,0.1496,5.0,3.0,1.0,1.0,1,0.0,0.6360168654,0.031072401700000002,-0.2285386527
Round 12,The RFAM Mapping project - Shape 85,True,39.46,96.95,0.5538461538,44.0,3.48975,0.0,3.0,1.0,2.0,0.0,2,0.0769230769,0.7404694465,0.0507716052,-0.2119116828
Round 12,The RFAM Mapping project - Shape 89,True,24.912,100.0,0.4328358209,46.0,2.39595,0.0,1.0,1.0,0.0,0.0,2,0.0895522388,0.48778056200000003,0.008393887400000001,0.0756528102
Round 13,Dimer A - control,True,3.6393214286,94.7785714286,0.41723901100000005,83.0,1.8022607143,0.1771,4.0,2.0,1.0,1.0,28,0.42015914530000004,0.6720285058000001,0.0291861789,0.2328197868
Round 13,Early bulge,True,3.4266666667,94.4611111111,0.4080687831,63.0,2.1525944444,0.0454444444,3.0,1.0,2.0,0.0,18,0.41367940480000004,0.7136436347,0.0464487685,0.3574341862
Round 13,Intrinsical - Frequency 2,True,3.9003478261,92.6217391304,0.2846989967,83.0,2.5662434783,0.5179043478,1.0,1.0,0.0,0.0,23,0.3133947572,0.2405016425,0.010271545200000001,0.0895612205
Round 13,Intrinsical - Frequency 6,True,2.4134285714,93.0571428571,0.2403846154,83.0,2.2295571429,0.4427714286,1.0,1.0,0.0,0.0,7,0.15652880660000001,0.2180031174,0.005863709700000001,0.0563469097
Round 13,Intrinsical frequency,True,1.9921428571000002,88.1428571429,0.2668269231,83.0,3.6747535714,0.4568214286,1.0,1.0,0.0,0.0,28,0.47343451300000006,0.1190348239,0.0046872137,-0.2008959912
Round 13,Really big loop coil - control,True,1.1426666667,68.8222222222,0.3042735043,109.0,4.9465222222000005,0.3541333333,2.0,1.0,1.0,0.0,9,0.44166642110000004,0.0110984598,0.010237316,0.17141482190000001
Round 13,SHAPE Profile - A-A Mismatch - Pilot Run 2B,True,0.769625,77.36875,0.3899038462,109.0,3.422275,0.17525625,9.0,2.0,6.0,1.0,16,0.3789989422,0.13197984100000001,0.03339918,-0.1586513533
Round 13,SHAPE Profile - G-G Mismatch - Pilot Run 2A,True,0.9596842105000001,79.2684210526,0.4769230769,109.0,2.4854631579,0.20562105260000002,9.0,2.0,6.0,1.0,19,0.3779700778,0.2400016711,0.024427277400000003,0.2888243701
Round 13,SHAPE Profile - G-G Mismatch - Pilot Run 2B,True,0.7205,76.9125,0.47019230770000003,109.0,4.0149,0.20853125,9.0,2.0,6.0,1.0,16,0.360844441,0.2550833342,0.0204761684,0.0614311499
Round 13,SHAPE Profile - Most Likely Base Pair G/C,True,0.7466086957,77.9565217391,0.4277047523,108.0,2.7234739130000003,0.0428043478,5.0,1.0,4.0,0.0,23,0.5077628917,0.3578277656,0.0225878516,0.3811465432
Round 13,Simplify - Mirror version,True,2.2475744681,93.1957446809,0.43719312600000004,83.0,2.3388510638,0.1715,5.0,2.0,2.0,1.0,47,0.4896904575,0.7117088535,0.045351431500000004,0.3606106169
Round 13,Small Loops- v. 1,True,3.7991333333,85.0433333333,0.5125000000000001,83.0,1.6430933333,0.3311833333,11.0,4.0,6.0,1.0,30,0.3740734417,0.5026380668,0.0491148265,0.2066316134
Round 13,TrpAltA,True,3.67,89.5,0.4943820225,68.0,2.3721,0.06155000000000001,0.0,0.0,0.0,0.0,2,0.1573033708,0.6757566211,0.0128155543,0.5246669669
Round 13,TrpAltB,True,8.8241666667,97.0583333333,0.46722846440000004,68.0,2.15225,0.09335,0.0,0.0,0.0,0.0,12,0.25613566390000003,0.7216881168,0.0280666395,0.32379054560000003
Round 13,TrpAltC,True,8.653125,97.25,0.4873595506,68.0,2.430075,0.08143125,0.0,0.0,0.0,0.0,16,0.23992391200000002,0.7694100224,0.0391620988,-0.6090576471
Round 13,TrpBoundState,True,6.3061428571,98.7428571429,0.4157303371,68.0,1.8393142857,0.2355857143,0.0,0.0,0.0,0.0,7,0.3469472738,0.6283323248,0.0528378604,0.8530147512
Round 13,Very relaxed multiloop,True,0.8664137931,78.8689655172,0.3671224732,95.0,3.4691517241,0.22331379310000002,4.0,2.0,1.0,1.0,29,0.3765977535,0.2653260269,0.0508146608,0.1024215287
Round 14,Adding some sweet triloops,True,2.784,88.2875,0.49721534650000004,80.0,3.262021875,0.05451875,5.0,3.0,1.0,1.0,32,0.3542284676,0.6095987616,0.052291680900000005,0.8473958598
Round 14,Improving the Energy Model: 5-Base Hairpin Loops,True,13.769,93.788,0.4220253165,58.0,2.234202,0.011706,2.0,1.0,1.0,0.0,50,0.4577965684,0.6433749910000001,0.0218065022,1.6925258944000001
Round 14,"Improving the Energy Model: Competing Tetraloops, Part 1",True,15.0597931034,88.7103448276,0.415154265,55.0,1.9402103448,0.0,2.0,1.0,1.0,0.0,29,0.439812382,0.6028699790000001,0.0374945271,1.0394207015
Round 14,Improving the Energy Model: Favoring an Equivalent Structure,True,14.3979090909,92.4333333333,0.40757575760000003,59.0,2.1850484848,0.0396348485,2.0,1.0,1.0,0.0,33,0.4325287841,0.6365892177,0.031132784900000002,1.0968489478
Round 14,Intrinsical - Frequency 3,True,2.3947142857,95.4428571429,0.239010989,83.0,4.0082714286,0.8362285714000001,1.0,1.0,0.0,0.0,7,0.2321197649,0.3113093971,0.0172020445,0.1275441099
Round 14,Intrinsical - Frequency 4,True,2.533,97.4142857143,0.2362637363,83.0,5.3329142857,1.1768,1.0,1.0,0.0,0.0,7,0.2078267399,0.36042247310000003,0.0240256446,0.0853017532
Round 14,JR's Let's Break the Barcode - 2 nt Dangling End Gap,True,4.928,95.9,0.5333333333,84.0,1.2161,0.04095,5.0,3.0,1.0,1.0,1,0.0,0.7639948531,0.0555942211,-1.2541434146000001
Round 14,Late bulge,True,4.5506111111,95.2166666667,0.41931216930000004,63.0,2.5770722222,0.0211,3.0,1.0,2.0,0.0,18,0.4361043472,0.6813045711,0.052813565800000004,0.2704950718
Round 14,Late bulge control,True,5.2919374999999995,95.3875,0.39174107140000003,63.0,2.807971875,0.028554687500000002,3.0,1.0,2.0,0.0,32,0.5047413063,0.7145742299000001,0.0449472296,0.3238394961
Round 14,Neck strength analysis 1 of 3 - Strong - alternating GCs.,True,1.1414761905,89.1047619048,0.49497597200000004,88.0,4.1999,0.1499595238,5.0,3.0,1.0,1.0,21,0.3862682429,0.5758379484,0.013226829300000001,0.2103712294
Round 14,Neck strength analysis 2 of 3 - Medium - alternating AUs.,True,1.3454285714,92.4476190476,0.3923110529,88.0,4.6581190476,0.1770666667,5.0,3.0,1.0,1.0,21,0.3732304635,0.5907677579,0.0181475195,0.7688211408000001
Round 14,Reproducibility Lab Round 3 - Shape 1,True,2.779,93.1,0.4903846154,83.0,3.2287,0.40965,9.0,3.0,5.0,1.0,1,0.0,0.6987457723,0.0788662609,-1.0206629966
Round 14,Reproducibility Lab Round 3 - Shape 19,True,1.1354,80.43,0.4375,83.0,3.57988,0.080465,5.0,2.0,2.0,1.0,10,0.49557704340000003,0.40006863140000004,0.037354186500000004,0.114554241
Round 14,Reproducibility Lab Round 3 - Shape 3,True,3.076,92.4,0.5625,83.0,2.2655,0.0497,5.0,3.0,1.0,1.0,2,0.1490384615,0.7396654037,0.008253168200000001,0.1053327614
Round 14,Reversed G-C Multibranch Loop Closing Base Pairs 3,True,2.4353333333,89.5242424242,0.4347557205,77.0,2.4616636364,0.08748333330000001,4.0,2.0,1.0,1.0,33,0.4832928964,0.6527441860000001,0.0279074715,0.7482449786
Round 14,Ribozyme 1: Hammerhead variant,True,0.5499142857,77.3314285714,0.4429752066,100.0,19.6464914286,0.24584857140000002,5.0,3.0,0.0,2.0,35,0.45720099540000003,0.3450844943,0.0275596384,0.2187236499
Round 14,SHAPE Profile - A-A Mismatch - Pilot Run 2A,True,0.2288823529,68.0647058824,0.3864253394,109.0,13.3348470588,0.0,9.0,2.0,6.0,1.0,17,0.3742682026,0.128083474,0.0127682051,0.5852984883
Round 14,SHAPE Profile - A-C Mismatch - Pilot Run 2A,True,0.3422666667,73.94,0.4517948718,109.0,7.0177133333,0.09658000000000001,7.0,2.0,4.0,1.0,15,0.3577219542,0.22172444830000002,0.0188570141,-0.37726825480000004
Round 14,SHAPE Profile - C-C Mismatch - Pilot Run 2B,True,0.5694736842,76.9578947368,0.4489878543,109.0,7.2398578947,0.24355000000000002,7.0,2.0,4.0,1.0,19,0.3763040908,0.3655698617,0.0503586675,0.4002203978
Round 14,Short Neck and Split Ends,True,9.5140204082,87.6857142857,0.4720496894,71.0,2.5610938776000003,0.0734163265,6.0,2.0,3.0,1.0,49,0.48492367010000004,0.6454664383000001,0.0713477756,0.7921475062000001
Round 14,Ziggy 25 (aka Multiloop Test),True,10.5985227273,77.175,0.5220716783,83.0,2.1850636364,0.2305102273,11.0,2.0,8.0,1.0,44,0.41701474860000004,0.4694578145,0.0728206783,1.1169336609
Round 15,Early bulge control,True,28.2289090909,93.9575757576,0.42712842710000004,63.0,2.5775939394,0.0443606061,3.0,1.0,2.0,0.0,33,0.5068998836,0.7742141513,0.0240877656,0.5051520897
Round 15,Intrinsical - Frequency 5,True,12.9012,99.72,0.2403846154,83.0,3.29872,1.0757,1.0,1.0,0.0,0.0,5,0.1613820999,0.5186216454,0.0289941227,0.45324088570000004
Round 15,New Frontier 4,True,8.64278125,87.16875,0.4019764957,96.0,2.8963375,0.4446953125,4.0,1.0,3.0,0.0,32,0.4967041189,0.6575735307,0.0599846634,0.5613189927000001
Round 15,SAM II Riboswitch,True,17.7906111111,95.9333333333,0.4580808081,89.0,2.5472111111,0.3586472222,3.0,2.0,0.0,1.0,18,0.29288299900000003,0.7191801192,0.0389241175,0.7556343145000001
