SSTRAND_ID,TYPE,EXT_SOURCE,EXT_ID,ORGANISM,contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score
CRW_00391,16S Ribosomal RNA,Gutell Lab CRW,D29950,Smittium culisetae,0.253731,0.402985,0.22973,0.3375,0.241432,0.368792,0.253731,0.298507,0.253731,0.238806,0.313433,0.268657,0.298507,0.209877,0.25641,0.207317,0.202532,0.283784,0.264706,0.246914,0.230765,0.276659,0.229353,0.219922,0.29824,0.266674,0.271488
CRW_00391,16S Ribosomal RNA,Gutell Lab CRW,D29950,Smittium culisetae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRW_00391,16S Ribosomal RNA,Gutell Lab CRW,D29950,Smittium culisetae,0.714286,0.642857,0.5,0.5,0.597614,0.566947,1,1,0.714286,1,0.357143,0.571429,1,0.736842,0.736842,0.526316,0.736842,0.357143,0.8,0.736842,0.858395,0.858395,0.61314,0.858395,0.357143,0.676124,0.858395
CRW_00391,16S Ribosomal RNA,Gutell Lab CRW,D29950,Smittium culisetae,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
CRW_00392,16S Ribosomal RNA,Gutell Lab CRW,L29455,Sphaerothecum destruens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRW_00392,16S Ribosomal RNA,Gutell Lab CRW,L29455,Sphaerothecum destruens,1,0.928571,0.823529,0.866667,0.907485,0.897085,1,1,1,1,0.571429,0.571429,1,0.777778,0.823529,0.823529,0.777778,0.888889,0.888889,0.777778,0.881917,0.907485,0.907485,0.881917,0.712697,0.712697,0.881917
CRW_00392,16S Ribosomal RNA,Gutell Lab CRW,L29455,Sphaerothecum destruens,1,1,0.888889,0.888889,0.942809,0.942809,1,1,1,1,1,0.125,1,0.888889,0.888889,0.888889,0.888889,0.888889,0.125,0.888889,0.942809,0.942809,0.942809,0.942809,0.942809,0.125,0.942809
CRW_00392,16S Ribosomal RNA,Gutell Lab CRW,L29455,Sphaerothecum destruens,0.238095,0.190476,0.3125,0.181818,0.272772,0.186097,0.190476,0.190476,0.619048,0.190476,0.190476,0.142857,0.190476,0.235294,0.235294,0.541667,0.222222,0.222222,0.272727,0.190476,0.211702,0.211702,0.579066,0.205738,0.205738,0.197385,0.190476
CRW_00392,16S Ribosomal RNA,Gutell Lab CRW,L29455,Sphaerothecum destruens,0.738095,0.880952,0.704545,0.880952,0.721125,0.880952,0.738095,0.166667,0.738095,0.738095,0.666667,0.0952381,0.166667,0.72093,0.189189,0.704545,0.738095,0.682927,0.108108,0.189189,0.729462,0.177571,0.721125,0.738095,0.674748,0.101469,0.177571
CRW_00393,16S Ribosomal RNA,Gutell Lab CRW,AJ236041,Sesamum indicum,0.268519,0.314815,0.254386,0.293103,0.261357,0.303765,0.259259,0.287037,0.277778,0.268519,0.25,0.231481,0.240741,0.231405,0.25,0.245902,0.239669,0.219512,0.211864,0.216667,0.244936,0.267879,0.261354,0.253684,0.234261,0.221455,0.228387
CRW_00393,16S Ribosomal RNA,Gutell Lab CRW,AJ236041,Sesamum indicum,1,0.75,0.941176,0.705882,0.970142,0.727607,0.75,0.75,0.75,1,0.75,0.75,1,0.705882,0.705882,0.705882,0.941176,0.705882,0.666667,0.941176,0.727607,0.727607,0.727607,0.970142,0.727607,0.707107,0.970142
CRW_00393,16S Ribosomal RNA,Gutell Lab CRW,AJ236041,Sesamum indicum,1,0.972973,0.973684,0.947368,0.986754,0.960085,1,1,1,1,1,0.378378,1,0.973684,1,0.973684,0.973684,0.948718,0.35,0.973684,0.986754,1,0.986754,0.986754,0.974022,0.363912,0.986754
> CRW_00395,16S Ribosomal RNA,Gutell Lab CRW,AF164123,Stylonychia mytilus,0.613861,0.415842,0.652632,0.446809,0.63295,0.431048,0.39604,0.405941,0.475248,0.435644,0.475248,0.029703,0.425743,0.363636,0.394231,0.461538,0.419048,0.457143,0.03125,0.398148,0.379492,0.400043,0.468343,0.427265,0.466108,0.0304667,0.411714
CRW_00396,16S Ribosomal RNA,Gutell Lab CRW,X67238,Solanum tuberosum,0.5,0.666667,0.428571,1,0.46291,0.816497,0.5,0.5,0.5,0.5,0.5,0.333333,0.5,0.428571,0.428571,0.428571,0.428571,0.428571,0.285714,0.428571,0.46291,0.46291,0.46291,0.46291,0.46291,0.308606,0.46291
CRW_00396,16S Ribosomal RNA,Gutell Lab CRW,X67238,Solanum tuberosum,0.8,1,0.727273,0.952381,0.76277,0.9759,0.8,0.8,0.8,0.8,0.8,0.75,0.75,0.727273,0.727273,0.727273,0.727273,0.727273,0.681818,0.681818,0.76277,0.76277,0.76277,0.76277,0.76277,0.715097,0.715097
CRW_00396,16S Ribosomal RNA,Gutell Lab CRW,X67238,Solanum tuberosum,1,0.733333,0.9375,0.647059,0.968246,0.688847,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,1,0.647059,0.647059,0.647059,0.647059,0.6875,0.611111,0.882353,0.688847,0.688847,0.688847,0.688847,0.710047,0.669438,0.939336
CRW_00397,16S Ribosomal RNA,Gutell Lab CRW,X74752,Staurastrum sp. M752,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,1,0.2,1,1,1,1,1,1,0.223607,1
CRW_00397,16S Ribosomal RNA,Gutell Lab CRW,X74752,Staurastrum sp. M752,1,0.933333,0.9375,0.823529,0.968246,0.876714,1,1,0.933333,1,1,0.266667,1,0.9375,0.9375,0.823529,0.9375,0.9375,0.2,0.9375,0.968246,0.968246,0.876714,0.968246,0.968246,0.23094,0.968246
CRW_00397,16S Ribosomal RNA,Gutell Lab CRW,X74752,Staurastrum sp. M752,0.385185,0.37037,0.313253,0.318471,0.347362,0.343442,0.422222,0.466667,0.407407,0.422222,0.385185,0.318519,0.303704,0.347561,0.401274,0.314286,0.341317,0.309524,0.26875,0.231638,0.383077,0.432737,0.35783,0.37962,0.345288,0.292578,0.265235
CRW_00398,16S Ribosomal RNA,Gutell Lab CRW,M12676,Trypanosoma brucei,0.357798,0.40367,0.354545,0.363636,0.356168,0.38313,0.504587,0.412844,0.376147,0.477064,0.311927,0.275229,0.302752,0.447154,0.371901,0.333333,0.416,0.269841,0.241935,0.261905,0.475003,0.391838,0.354094,0.445487,0.290122,0.258046,0.281589
CRW_00398,16S Ribosomal RNA,Gutell Lab CRW,M12676,Trypanosoma brucei,0,0.461538,0,0.285714,0,0.363136,0.461538,0.461538,0.461538,0.461538,0,0.384615,0.461538,0.285714,0.3,0.3,0.285714,0,0.238095,0.285714,0.363136,0.372104,0.372104,0.363136,0,0.302613,0.363136
CRW_00398,16S Ribosomal RNA,Gutell Lab CRW,M12676,Trypanosoma brucei,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00398,16S Ribosomal RNA,Gutell Lab CRW,M12676,Trypanosoma brucei,0.5,1,1,0.666667,0.707107,0.816497,1,1,1,1,0,0,1,0.666667,0.666667,0.666667,0.666667,0,0,0.666667,0.816497,0.816497,0.816497,0.816497,0,0,0.816497
CRW_00398,16S Ribosomal RNA,Gutell Lab CRW,M12676,Trypanosoma brucei,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.9,1,1,0.9,0.9,0.9,0.948683,0.948683,1,1,0.948683,0.948683,0.948683
CRW_00399,16S Ribosomal RNA,Gutell Lab CRW,U00972,Tilletia caries,1,0.916667,0.75,0.733333,0.866025,0.819892,0.5,0.5,1,0.5,0.5,0.5,0.5,0.333333,0.333333,0.8,0.333333,0.333333,0.3,0.333333,0.408248,0.408248,0.894427,0.408248,0.408248,0.387298,0.408248
> CRW_00400,16S Ribosomal RNA,Gutell Lab CRW,AF245382,Trypanosoma cruzi,0.449541,0.431193,0.404959,0.423423,0.426668,0.42729,0.449541,0.449541,0.486239,0.440367,0.348624,0.238532,0.394495,0.392,0.392,0.407692,0.380952,0.311475,0.208,0.346774,0.419786,0.419786,0.445237,0.409584,0.329526,0.222743,0.369866
CRW_00401,16S Ribosomal RNA,Gutell Lab CRW,L10829,Tripedalia cystophora,1,1,1,1,1,1,1,1,1,1,1,0.714286,1,1,1,1,1,1,0.625,1,1,1,1,1,1,0.668153,1
CRW_00401,16S Ribosomal RNA,Gutell Lab CRW,L10829,Tripedalia cystophora,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1,1,1,1,1,1,0.935414,1
CRW_00402,16S Ribosomal RNA,Gutell Lab CRW,M81842,Tritrichomonas foetus,0.909091,0.878788,0.882353,0.935484,0.895622,0.906693,0.818182,0.818182,0.909091,0.909091,0.909091,0.242424,0.818182,0.771429,0.771429,0.882353,0.882353,0.882353,0.380952,0.771429,0.794462,0.794462,0.895622,0.895622,0.895622,0.303895,0.794462
CRW_00403,16S Ribosomal RNA,Gutell Lab CRW,X75453,Toxoplasma gondii (P),0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
CRW_00403,16S Ribosomal RNA,Gutell Lab CRW,X75453,Toxoplasma gondii (P),0.714286,0.714286,1,0.769231,0.845154,0.74125,0.857143,0.571429,1,1,0.571429,0.357143,0.785714,0.857143,0.8,0.875,0.875,1,0.416667,0.846154,0.857143,0.676124,0.935414,0.935414,0.755929,0.385759,0.815374
CRW_00405,16S Ribosomal RNA,Gutell Lab CRW,AF031538,Thelohania solenopsae,0.409091,0.272727,0.473684,0.311688,0.440204,0.291557,0.352273,0.352273,0.5,0.409091,0.386364,0.215909,0.352273,0.3875,0.392405,0.517647,0.413793,0.465753,0.339286,0.392405,0.369467,0.371798,0.508747,0.411435,0.424205,0.270656,0.371798
CRW_00405,16S Ribosomal RNA,Gutell Lab CRW,AF031538,Thelohania solenopsae,0.8,0.8,0.571429,1,0.676124,0.894427,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.571429,0.571429,0.571429,0.571429,0.571429,0.8,0.571429,0.676124,0.676124,0.676124,0.676124,0.676124,0.8,0.676124
CRW_00405,16S Ribosomal RNA,Gutell Lab CRW,AF031538,Thelohania solenopsae,0.322034,0.364407,0.336283,0.387387,0.329081,0.375721,0.110169,0.186441,0.347458,0.152542,0.322034,0.186441,0.110169,0.103175,0.183333,0.317829,0.138462,0.292308,0.177419,0.104839,0.106615,0.18488,0.332313,0.145332,0.306811,0.181874,0.107471
> CRW_00406,16S Ribosomal RNA,Gutell Lab CRW,AF026042,Thorea violacea,0.462264,0.358491,0.376923,0.322034,0.417418,0.339774,0.40566,0.443396,0.462264,0.377358,0.415094,0.443396,0.424528,0.313869,0.348148,0.365672,0.28777,0.318841,0.367188,0.326087,0.356825,0.392896,0.411141,0.329533,0.363798,0.403497,0.372066
CRW_00406,16S Ribosomal RNA,Gutell Lab CRW,AF026042,Thorea violacea,0.666667,0.666667,0.642857,0.692308,0.654654,0.679367,0.666667,0.666667,0.666667,0.666667,0.703704,0.740741,0.703704,0.642857,0.642857,0.642857,0.642857,0.678571,0.952381,0.703704,0.654654,0.654654,0.654654,0.654654,0.691023,0.839921,0.703704
CRW_00407,16S Ribosomal RNA,Gutell Lab CRW,AF506275,Thorea violacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRW_00407,16S Ribosomal RNA,Gutell Lab CRW,AF506275,Thorea violacea,0.904762,0.880952,0.883721,0.902439,0.89418,0.891631,0.880952,0.880952,0.904762,0.880952,0.904762,0.5,0.904762,0.880952,0.860465,0.883721,0.902439,0.904762,0.512195,0.904762,0.880952,0.870648,0.89418,0.891631,0.904762,0.506061,0.904762
CRW_00408,16S Ribosomal RNA,Gutell Lab CRW,AF506274,Thorea violacea,0.466667,0.361905,0.385827,0.304,0.424326,0.331691,0.4,0.438095,0.457143,0.371429,0.314286,0.438095,0.314286,0.313433,0.348485,0.352941,0.284672,0.257812,0.370968,0.25,0.354081,0.390729,0.401677,0.32517,0.284652,0.403137,0.280306
CRW_00408,16S Ribosomal RNA,Gutell Lab CRW,AF506274,Thorea violacea,0.395349,0.395349,0.404762,0.346939,0.400028,0.370354,0.44186,0.418605,0.55814,0.465116,0.348837,0.418605,0.348837,0.413043,0.4,0.55814,0.416667,0.319149,0.461538,0.319149,0.427209,0.409197,0.55814,0.440225,0.333663,0.439548,0.333663
CRW_00408,16S Ribosomal RNA,Gutell Lab CRW,AF506274,Thorea violacea,0.333333,0.37037,0.264706,0.294118,0.297044,0.330049,0.333333,0.333333,0.37037,0.333333,0.333333,0.62963,0.333333,0.264706,0.264706,0.294118,0.264706,0.264706,0.515152,0.272727,0.297044,0.297044,0.330049,0.297044,0.297044,0.569522,0.301511
> CRW_00409,16S Ribosomal RNA,Gutell Lab CRW,AF164130,Uroleptus gallina,0.588235,0.441176,0.612245,0.478723,0.60012,0.459566,0.539216,0.460784,0.598039,0.54902,0.578431,0.0980392,0.529412,0.528846,0.447619,0.564815,0.543689,0.561905,0.0980392,0.504673,0.534006,0.454154,0.58119,0.546348,0.570108,0.0980392,0.516895
> CRW_00410,16S Ribosomal RNA,Gutell Lab CRW,AF164129,Urostyla grandis,0.142857,0.190476,0.12605,0.175439,0.134191,0.182803,0.171429,0.238095,0.142857,0.142857,0.247619,0.304762,0.304762,0.147541,0.213675,0.121951,0.11811,0.220339,0.280702,0.275862,0.159037,0.225555,0.131991,0.129895,0.233581,0.292485,0.289952
> CRW_00410,16S Ribosomal RNA,Gutell Lab CRW,AF164129,Urostyla grandis,0.414062,0.40625,0.323171,0.356164,0.365804,0.380384,0.390625,0.429688,0.40625,0.390625,0.421875,0.359375,0.3125,0.3125,0.369128,0.307692,0.3125,0.333333,0.282209,0.246914,0.349386,0.398259,0.353553,0.349386,0.375,0.318463,0.277778
> CRW_00411,16S Ribosomal RNA,Gutell Lab CRW,X62396,Ustilago maydis,0.635514,0.560748,0.62963,0.545455,0.632565,0.553049,0.570093,0.570093,0.626168,0.588785,0.598131,0.233645,0.570093,0.54955,0.535088,0.598214,0.567568,0.581818,0.233645,0.530435,0.559727,0.552313,0.612031,0.578079,0.589918,0.233645,0.549907
CRW_00411,16S Ribosomal RNA,Gutell Lab CRW,X62396,Ustilago maydis,1,0.923077,0.866667,0.857143,0.93095,0.889499,1,1,1,1,0.846154,0.538462,1,0.8125,0.8125,0.8125,0.8125,0.916667,0.875,0.8125,0.901388,0.901388,0.901388,0.901388,0.880705,0.686407,0.901388
CRW_00412,16S Ribosomal RNA,Gutell Lab CRW,AF164131,Uroleptus pisces,0,0,0,0,0,0,0.125,0,0,0.125,0,0.5,0.125,0.166667,0,0,0.166667,0,0.333333,0.166667,0.144338,0,0,0.144338,0,0.408248,0.144338
CRW_00412,16S Ribosomal RNA,Gutell Lab CRW,AF164131,Uroleptus pisces,0.296296,0.666667,0.266667,0.545455,0.281091,0.603023,0.296296,0.296296,0.296296,0.296296,0.296296,0.296296,0.296296,0.258065,0.258065,0.258065,0.258065,0.258065,0.533333,0.258065,0.276521,0.276521,0.276521,0.276521,0.276521,0.397523,0.276521
> CRW_00415,16S Ribosomal RNA,Gutell Lab CRW,X04025,Xenopus laevis,0.300971,0.262136,0.279279,0.214286,0.289922,0.237006,0.242718,0.252427,0.300971,0.242718,0.252427,0.252427,0.242718,0.2,0.213115,0.258333,0.198413,0.211382,0.188406,0.193798,0.220326,0.23194,0.278838,0.21945,0.230995,0.21808,0.216883
CRW_00415,16S Ribosomal RNA,Gutell Lab CRW,X04025,Xenopus laevis,0.705882,0.941176,0.571429,0.842105,0.635107,0.890263,0.705882,0.705882,0.705882,0.705882,0.705882,0.823529,0.705882,0.571429,0.571429,0.571429,0.571429,0.6,0.736842,0.571429,0.635107,0.635107,0.635107,0.635107,0.650791,0.778981,0.635107
CRW_00416,16S Ribosomal RNA,Gutell Lab CRW,AF168884,Zea mays,0,0,0,0,0,0,0,0.142857,0,0,0,0,0.142857,0,0.166667,0,0,0,0,0.166667,0,0.154303,0,0,0,0,0.154303
CRW_00416,16S Ribosomal RNA,Gutell Lab CRW,AF168884,Zea mays,1,0.733333,0.9375,0.6875,0.968246,0.710047,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,1,0.6875,0.6875,0.6875,0.6875,0.6875,0.647059,0.9375,0.710047,0.710047,0.710047,0.710047,0.710047,0.688847,0.968246
> CRW_00417,16S Ribosomal RNA,Gutell Lab CRW,M55540,Antilocapra americana,0.493671,0.474684,0.461538,0.528169,0.477334,0.500713,0.582278,0.594937,0.575949,0.588608,0.531646,0.310127,0.56962,0.516854,0.556213,0.522989,0.528409,0.531646,0.314103,0.535714,0.548592,0.575249,0.548831,0.557697,0.531646,0.312109,0.552407
> CRW_00419,16S Ribosomal RNA,Gutell Lab CRW,Y08511,Ailurus fulgens,0.182927,0.243902,0.189873,0.263158,0.186368,0.253347,0.329268,0.280488,0.280488,0.256098,0.231707,0.231707,0.317073,0.325301,0.283951,0.25,0.244186,0.234568,0.404255,0.309524,0.327278,0.282214,0.264806,0.250071,0.233133,0.306053,0.313276
CRW_00420,16S Ribosomal RNA,Gutell Lab CRW,AF069978,Ateles sp.,0.536585,0.560976,0.564103,0.516854,0.550172,0.538463,0.54878,0.560976,0.560976,0.54878,0.54878,0.195122,0.5,0.517241,0.522727,0.541176,0.511364,0.542169,0.235294,0.460674,0.532777,0.541514,0.550987,0.529742,0.545464,0.214269,0.479934
CRW_00420,16S Ribosomal RNA,Gutell Lab CRW,AF069978,Ateles sp.,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.447214,0
> CRW_00421,16S Ribosomal RNA,Gutell Lab CRW,M95110,Blarina brevicauda,0.5,0.452381,0.575342,0.457831,0.53635,0.455098,0.547619,0.547619,0.607143,0.511905,0.404762,0.428571,0.511905,0.534884,0.541176,0.607143,0.488636,0.43038,0.455696,0.467391,0.541214,0.544388,0.607143,0.500135,0.417374,0.441925,0.489142
CRW_00423,16S Ribosomal RNA,Gutell Lab CRW,X54252,Caenorhabditis elegans,0.236025,0.198758,0.238994,0.203822,0.237505,0.201274,0.26087,0.26087,0.217391,0.26087,0.124224,0.0745342,0.248447,0.241379,0.267516,0.189189,0.237288,0.116279,0.315789,0.243902,0.250935,0.264172,0.2028,0.2488,0.120186,0.153418,0.246164
> CRW_00424,16S Ribosomal RNA,Gutell Lab CRW,AF008237,Chlamydomonas eugametos,0.423077,0.423077,0.429688,0.429688,0.42637,0.42637,0.530769,0.423077,0.430769,0.423077,0.415385,0.369231,0.569231,0.485915,0.40146,0.414815,0.392857,0.432,0.375,0.503401,0.507847,0.412127,0.422717,0.407687,0.423611,0.372104,0.535305
> CRW_00425,16S Ribosomal RNA,Gutell Lab CRW,AF038018,Cynocephalus variegatus,0.395833,0.395833,0.478992,0.425373,0.435432,0.410337,0.534722,0.555556,0.5,0.5625,0.4375,0.284722,0.520833,0.57037,0.610687,0.553846,0.586957,0.504,0.376147,0.56391,0.552258,0.58247,0.526235,0.574598,0.469574,0.327257,0.541944
> CRW_00429,16S Ribosomal RNA,Gutell Lab CRW,X05914,Drosophila virilis,0.154762,0.0714286,0.173333,0.0779221,0.163784,0.0746047,0.178571,0.119048,0.0714286,0.190476,0,0,0.142857,0.202703,0.16129,0.0659341,0.205128,0,0,0.193548,0.190255,0.138569,0.0686264,0.197666,0,0,0.166282
> CRW_00430,16S Ribosomal RNA,Gutell Lab CRW,U97339,Elephantulus rufescens,0.487179,0.512821,0.612903,0.540541,0.546437,0.526499,0.525641,0.589744,0.641026,0.525641,0.410256,0.384615,0.512821,0.525641,0.582278,0.625,0.525641,0.415584,0.434783,0.493827,0.525641,0.585999,0.632962,0.525641,0.412911,0.40893,0.503234
CRW_00431,16S Ribosomal RNA,Gutell Lab CRW,U20753,Felis catus,0.916667,0.583333,1,1,0.957427,0.763762,0.75,0.75,0.916667,0.75,0.916667,0.666667,0.666667,1,1,1,1,1,0.8,1,0.866025,0.866025,0.957427,0.866025,0.957427,0.730297,0.816497
> CRW_00434,16S Ribosomal RNA,Gutell Lab CRW,Y08506,Herpestes auropunctatus,0.630952,0.416667,0.670886,0.454545,0.650613,0.435194,0.714286,0.702381,0.642857,0.654762,0.452381,0.214286,0.654762,0.689655,0.702381,0.658537,0.617978,0.475,0.295082,0.591398,0.701862,0.702381,0.65065,0.636104,0.463553,0.25146,0.622274
> CRW_00434,16S Ribosomal RNA,Gutell Lab CRW,Y08506,Herpestes auropunctatus,0.520833,0.534722,0.590551,0.57037,0.554598,0.552258,0.541667,0.555556,0.576389,0.5625,0.555556,0.291667,0.569444,0.534247,0.571429,0.619403,0.566434,0.592593,0.378378,0.585714,0.537944,0.563437,0.597509,0.564464,0.573776,0.332205,0.577522
> CRW_00437,16S Ribosomal RNA,Gutell Lab CRW,AF027997,Hypsiprymnodon moschatus,0.27907,0.348837,0.289157,0.379747,0.284069,0.363964,0.5,0.534884,0.337209,0.372093,0.395349,0.267442,0.418605,0.518072,0.547619,0.337209,0.380952,0.386364,0.323944,0.428571,0.508956,0.541214,0.337209,0.376496,0.390831,0.29434,0.423559
> CRW_00441,16S Ribosomal RNA,Gutell Lab CRW,AF038013,Lemur catta,0.425,0.3375,0.5,0.391304,0.460977,0.363408,0.5,0.4,0.55,0.3875,0.4,0.3125,0.25,0.512821,0.405063,0.578947,0.378049,0.4,0.5,0.238095,0.50637,0.402524,0.564288,0.382745,0.4,0.395285,0.243975
> CRW_00441,16S Ribosomal RNA,Gutell Lab CRW,AF038013,Lemur catta,0.289655,0.2,0.336,0.27619,0.311968,0.235028,0.358621,0.365517,0.386207,0.372414,0.337931,0.131034,0.365517,0.366197,0.398496,0.430769,0.385714,0.388889,0.166667,0.355705,0.362389,0.38165,0.40788,0.379006,0.362516,0.14778,0.360578
> CRW_00451,16S Ribosomal RNA,Gutell Lab CRW,AJ001588,Oryctolagus cuniculus,0.587838,0.290541,0.630435,0.273885,0.608764,0.28209,0.5,0.459459,0.527027,0.5,0.486486,0.155405,0.513514,0.471338,0.425,0.503226,0.465409,0.461538,0.181102,0.493506,0.485458,0.441894,0.514989,0.482395,0.473848,0.167762,0.503411
CRW_00454,16S Ribosomal RNA,Gutell Lab CRW,X75592,Physarum polycephalum,0.625,0.477273,0.654762,0.461538,0.639708,0.46934,0.670455,0.636364,0.579545,0.590909,0.556818,0.284091,0.522727,0.621053,0.589474,0.525773,0.530612,0.505155,0.304878,0.494624,0.645281,0.61247,0.552005,0.559949,0.530358,0.294301,0.508481
> CRW_00455,16S Ribosomal RNA,Gutell Lab CRW,J01438,Rattus norvegicus,0.227848,0.177215,0.243243,0.197183,0.23542,0.186933,0.21519,0.202532,0.189873,0.202532,0.265823,0.0253165,0.139241,0.217949,0.205128,0.185185,0.207792,0.276316,0.0606061,0.130952,0.216565,0.203826,0.187514,0.205145,0.271019,0.0391706,0.135033
> CRW_00456,16S Ribosomal RNA,Gutell Lab CRW,X97336,Rhinoceros unicornis,0.358025,0.358025,0.432836,0.3625,0.393657,0.360256,0.419753,0.419753,0.407407,0.419753,0.407407,0.209877,0.444444,0.43038,0.435897,0.4125,0.414634,0.388235,0.288136,0.404494,0.425033,0.427749,0.409946,0.417186,0.397705,0.245913,0.423999
> CRW_00456,16S Ribosomal RNA,Gutell Lab CRW,X97336,Rhinoceros unicornis,0.493243,0.378378,0.640351,0.440945,0.562004,0.408465,0.540541,0.52027,0.689189,0.668919,0.513514,0.135135,0.364865,0.601504,0.592308,0.713287,0.738806,0.666667,0.185185,0.425197,0.570208,0.555122,0.701134,0.702995,0.585101,0.158193,0.393878
> CRW_00460,16S Ribosomal RNA,Gutell Lab CRW,UNP00183,Suillus sinuspaulianus,0.287582,0.372549,0.287582,0.316667,0.287582,0.343473,0.313725,0.313725,0.287582,0.300654,0.300654,0.137255,0.333333,0.3,0.298137,0.255814,0.278788,0.270588,0.230769,0.305389,0.306786,0.305832,0.271233,0.289515,0.285225,0.177972,0.319055
CRW_00461,16S Ribosomal RNA,Gutell Lab CRW,AF069976,Tarsius syrichta,0.543478,0.369565,0.595238,0.425,0.56877,0.396314,0.304348,0.282609,0.565217,0.304348,0.456522,0.413043,0.565217,0.269231,0.254902,0.577778,0.269231,0.512195,0.826087,0.590909,0.286251,0.268398,0.571463,0.286251,0.483558,0.584131,0.57792
> CRW_00464,16S Ribosomal RNA,Gutell Lab CRW,Y08525,Zalophus californianus,0.479452,0.376712,0.56,0.390071,0.518163,0.383333,0.561644,0.438356,0.609589,0.513699,0.383562,0.123288,0.493151,0.58156,0.453901,0.585526,0.487013,0.41791,0.165138,0.5,0.571515,0.446061,0.597436,0.500178,0.400368,0.142687,0.496564
> CRW_00465,16S Ribosomal RNA,Gutell Lab CRW,X00794,Zea mays,0.246032,0.15873,0.252033,0.165289,0.249014,0.161976,0.15873,0.15873,0.333333,0.18254,0.246032,0.206349,0.174603,0.144928,0.148148,0.333333,0.169118,0.231343,0.185714,0.157143,0.151672,0.153348,0.333333,0.175701,0.238574,0.19576,0.165643
> CRW_00465,16S Ribosomal RNA,Gutell Lab CRW,X00794,Zea mays,0.447205,0.36646,0.389189,0.307292,0.41719,0.335574,0.26087,0.304348,0.428571,0.267081,0.322981,0.304348,0.173913,0.21875,0.256545,0.381215,0.227513,0.261307,0.246231,0.14359,0.238883,0.279426,0.4042,0.246504,0.290512,0.273752,0.158026
> CRW_00471,23S Ribosomal RNA,Gutell Lab CRW,X87280,Acinetobacter calcoaceticus,0.959064,0.94152,0.906077,0.936047,0.932194,0.93878,0.97076,0.964912,0.953216,0.964912,0.959064,0.48538,0.953216,0.917127,0.921788,0.905556,0.911602,0.916201,0.50303,0.905556,0.943563,0.943104,0.92908,0.937878,0.937388,0.494126,0.92908
> CRW_00471,23S Ribosomal RNA,Gutell Lab CRW,X87280,Acinetobacter calcoaceticus,0.773196,0.752577,0.728155,0.73,0.750338,0.741203,0.701031,0.701031,0.762887,0.762887,0.793814,0.536082,0.670103,0.623853,0.618182,0.666667,0.660714,0.712963,0.433333,0.585586,0.661317,0.658304,0.713156,0.709965,0.752303,0.481977,0.626421
CRW_00471,23S Ribosomal RNA,Gutell Lab CRW,X87280,Acinetobacter calcoaceticus,0.827273,0.845455,0.710938,0.744,0.766903,0.793107,0.818182,0.809091,0.836364,0.745455,0.754545,0.527273,0.7,0.737705,0.735537,0.70229,0.645669,0.648438,0.467742,0.636364,0.776902,0.771438,0.766401,0.69377,0.699482,0.496616,0.667424
CRW_00473,23S Ribosomal RNA,Gutell Lab CRW,X64645,Bacillus anthracis,1,0.8,0.714286,0.666667,0.845154,0.730297,1,1,1,1,1,0.6,1,0.714286,0.714286,0.714286,0.714286,0.714286,0.5,0.714286,0.845154,0.845154,0.845154,0.845154,0.845154,0.547723,0.845154
CRW_00473,23S Ribosomal RNA,Gutell Lab CRW,X64645,Bacillus anthracis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.894427,1
