contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,Category,Name
0.607692,0.615385,0.446328,0.493827,0.520797,0.551266,0.515385,0.515385,0.607692,0.623077,0.561538,0.607692,0.515385,0.433206,0.432033,0.508041,0.523726,0.472,0.519332,0.430871,0.36413,0.362162,0.424731,0.440217,0.396739,0.44382,0.360215,RNaseP,RNaseP_Synechocystis-PCC6803
0.495652,0.504348,0.260274,0.27619,0.359173,0.373224,0.513043,0.547826,0.486957,0.556522,0.495652,0.469565,0.478261,0.371775,0.407343,0.340648,0.39352,0.369437,0.424068,0.344999,0.269406,0.302885,0.238298,0.278261,0.275362,0.382979,0.248869,tmRNA,tmRNA_Lact.plan._AL935259_1-372
0.396552,0.310345,0.22549,0.189474,0.299029,0.242492,0.413793,0.387931,0.465517,0.491379,0.344828,0.224138,0.413793,0.303239,0.282333,0.334996,0.356,0.247045,0.162755,0.295151,0.222222,0.205479,0.241071,0.257919,0.176991,0.118182,0.210526,5s,5s_Acetobacter-aceti-2
0.35,0.291667,0.270968,0.228758,0.307959,0.258304,0.45,0.416667,0.35,0.383333,0.291667,0.2,0.366667,0.376968,0.35007,0.29939,0.324944,0.237486,0.180701,0.30716,0.315789,0.294118,0.256098,0.275449,0.19337,0.163265,0.25731,tmRNA,tmRNA_Sulf.azor._TRW-204536_1-351
0.377049,0.278689,0.194915,0.151786,0.271095,0.205672,0.295082,0.295082,0.377049,0.303279,0.344262,0.229508,0.213115,0.212161,0.209515,0.267714,0.214012,0.24545,0.16262,0.146834,0.152542,0.14876,0.190083,0.15102,0.175,0.115226,0.101167,srp,srp_Burk.mall._CP000526
0.433962,0.481132,0.235897,0.256281,0.319954,0.351148,0.443396,0.386792,0.443396,0.443396,0.518868,0.367925,0.349057,0.326075,0.291994,0.329454,0.32691,0.383538,0.305247,0.259357,0.239796,0.22043,0.244792,0.241026,0.283505,0.253247,0.192708,telomerase,telomerase_AF221912.98-564
0.192308,0.115385,0.131579,0.0810811,0.159071,0.0967241,0.292308,0.292308,0.223077,0.284615,0.146154,0.107692,0.361538,0.22677,0.227827,0.175935,0.221831,0.115545,0.0883847,0.276662,0.175926,0.17757,0.138756,0.172897,0.0913462,0.0725389,0.211712,srp,srp_Pich.guil._GSP-294746
0.387387,0.369369,0.219388,0.181416,0.291527,0.258862,0.36036,0.378378,0.423423,0.378378,0.387387,0.18018,0.387387,0.255969,0.274439,0.302835,0.26938,0.282315,0.163381,0.264002,0.181818,0.199052,0.21659,0.191781,0.205742,0.148148,0.179916,tmRNA,tmRNA_Myco.hyop._TRW-262719_1-433
0.448529,0.345588,0.281106,0.215596,0.355083,0.27296,0.507353,0.5,0.470588,0.507353,0.463235,0.389706,0.5,0.385963,0.381181,0.35351,0.38034,0.354672,0.300323,0.374828,0.293617,0.290598,0.26556,0.285124,0.271552,0.231441,0.280992,tmRNA,tmRNA_Desu.acet._TRW-281689_1-353
0.244275,0.312977,0.15311,0.178261,0.193393,0.236202,0.221374,0.221374,0.40458,0.221374,0.244275,0.267176,0.229008,0.170438,0.176107,0.300792,0.167801,0.180849,0.234535,0.171348,0.131222,0.140097,0.223629,0.127193,0.133891,0.205882,0.128205,tRNA,tRNA_tdbR00000611-Sinorhizobium_meliloti-382-His-GUG
0.721805,0.353383,0.530387,0.22488,0.618737,0.281902,0.661654,0.691729,0.586466,0.669173,0.428571,0.24812,0.548872,0.550689,0.580271,0.483104,0.551234,0.356696,0.261214,0.449847,0.458333,0.486772,0.397959,0.454082,0.296875,0.275,0.368687,telomerase,telomerase_AF221937.99-545
0.729412,0.611765,0.623116,0.611765,0.674172,0.611765,0.664706,0.652941,0.7,0.652941,0.729412,0.364706,0.570588,0.620636,0.61122,0.637449,0.608094,0.665859,0.339656,0.528706,0.579487,0.572165,0.580488,0.566327,0.607843,0.316327,0.489899,tmRNA,tmRNA_Urea.parv._AE002154_1-413
0.702128,0.723404,0.702128,0.731183,0.702128,0.727283,0.329787,0.531915,0.744681,0.329787,0.361702,0.468085,0.361702,0.313531,0.513152,0.740751,0.312035,0.342232,0.440794,0.342232,0.298077,0.49505,0.736842,0.295238,0.32381,0.415094,0.32381,srp,srp_Kluy.lact._CR382126
0.725,0.8125,0.690476,0.65,0.707527,0.726722,0.675,0.675,0.7375,0.675,0.5625,0.525,0.675,0.609868,0.613003,0.666337,0.60678,0.500619,0.458258,0.613003,0.55102,0.556701,0.602041,0.545455,0.445545,0.4,0.556701,5s,5s_Methanospirillum-hungatei-1
0.697479,0.722689,0.653543,0.699187,0.675154,0.710841,0.747899,0.705882,0.663866,0.747899,0.731092,0.571429,0.697479,0.712821,0.657878,0.625607,0.712821,0.691544,0.536499,0.647687,0.679389,0.613139,0.589552,0.679389,0.654135,0.503704,0.601449,tmRNA,tmRNA_Myco.pneu._AE000035_1-384
0.641026,0.692308,0.652174,0.680672,0.646576,0.686465,0.709402,0.735043,0.777778,0.700855,0.632479,0.435897,0.615385,0.691883,0.713994,0.774475,0.683547,0.635199,0.421718,0.605128,0.674797,0.693548,0.771186,0.666667,0.637931,0.408,0.595041,grp1,grp1_a.I1.m.S.luteus.C2.LSU.1949
0.368932,0.368932,0.413043,0.387755,0.390365,0.378226,0.378641,0.378641,0.621359,0.378641,0.650485,0.485437,0.378641,0.371496,0.371496,0.653913,0.371496,0.670302,0.500225,0.368072,0.364486,0.364486,0.688172,0.364486,0.690722,0.515464,0.357798,tmRNA,tmRNA_Legi.pneu._CR628337_1-406
0.52381,0.438095,0.528846,0.455446,0.526322,0.446686,0.533333,0.533333,0.504762,0.542857,0.447619,0.428571,0.428571,0.54112,0.530812,0.493157,0.53776,0.449766,0.441367,0.414962,0.54902,0.528302,0.481818,0.53271,0.451923,0.454545,0.401786,tmRNA,tmRNA_Baci.subt._TRW-1423_1-363
0.585366,0.695122,0.585366,0.77027,0.585366,0.731732,0.792683,0.780488,0.658537,0.658537,0.658537,0.719512,0.743902,0.752464,0.749166,0.632109,0.628587,0.621718,0.672019,0.710071,0.714286,0.719101,0.606742,0.6,0.586957,0.62766,0.677778,srp,srp_Cocc.posa._GSP-222929
0.833333,0.715278,0.779221,0.710345,0.805823,0.712807,0.791667,0.791667,0.840278,0.791667,0.770833,0.701389,0.833333,0.758183,0.75578,0.794678,0.760609,0.733572,0.643638,0.790569,0.726115,0.721519,0.751553,0.730769,0.698113,0.590643,0.75,tmRNA,tmRNA_Aqui.aeol._TRW-63363_1-347
0.666667,0.685185,0.439024,0.435294,0.541002,0.546129,0.666667,0.666667,0.666667,0.666667,0.666667,0.351852,0.666667,0.541002,0.537733,0.534522,0.537733,0.531369,0.282109,0.541002,0.439024,0.433735,0.428571,0.433735,0.423529,0.22619,0.439024,16s,16s_M.polymorpha_domain3
0.463415,0.45122,0.431818,0.440476,0.447338,0.445816,0.5,0.487805,0.45122,0.512195,0.426829,0.439024,0.5,0.485419,0.468229,0.433112,0.497259,0.405173,0.399556,0.479934,0.471264,0.449438,0.41573,0.482759,0.384615,0.363636,0.460674,srp,srp_Guil.thet._AF041468
0.608247,0.793814,0.641304,0.802083,0.624557,0.797938,0.731959,0.762887,0.57732,0.597938,0.56701,0.402062,0.525773,0.713793,0.747627,0.571459,0.585978,0.561254,0.419743,0.528504,0.696078,0.732673,0.565657,0.574257,0.555556,0.438202,0.53125,grp1,grp1_a.I1.e.G.spirotaenia.C1.SSU.1506
0.957746,0.957746,0.641509,0.62963,0.783838,0.776547,0.957746,0.957746,0.915493,0.957746,0.971831,0.507042,0.887324,0.765981,0.765981,0.745749,0.765981,0.773768,0.393308,0.716141,0.612613,0.612613,0.607477,0.612613,0.616071,0.305085,0.577982,srp,srp_Gloe.viol._BA000045
1,1,0.661538,0.661538,0.81335,0.81335,1,1,1,1,1,0.953488,1,0.81335,0.807165,0.81335,0.81335,0.807165,0.763857,0.807165,0.661538,0.651515,0.661538,0.661538,0.651515,0.61194,0.651515,tmRNA,tmRNA_envi.sequ._TRW-204433_1-356
0.619565,0.467391,0.619565,0.472527,0.619565,0.469952,0.630435,0.652174,0.717391,0.73913,0.673913,0.456522,0.597826,0.623692,0.635143,0.691564,0.719828,0.636912,0.415617,0.597826,0.617021,0.618557,0.666667,0.701031,0.601942,0.378378,0.597826,RNaseP,RNaseP_T.syrichta
0.711111,0.4,0.727273,0.395604,0.719147,0.397796,0.544444,0.555556,0.711111,0.7,0.744444,0.533333,0.644444,0.535591,0.549484,0.692145,0.684945,0.728433,0.503454,0.623981,0.526882,0.543478,0.673684,0.670213,0.712766,0.475248,0.604167,grp1,grp1_a.I1.e.L.dispersa.UNK.SSU.114
0.675,0.6,0.686441,0.712871,0.680696,0.654005,0.65,0.633333,0.608333,0.666667,0.641667,0.458333,0.633333,0.65,0.652655,0.618733,0.663906,0.641667,0.454561,0.638678,0.65,0.672566,0.62931,0.661157,0.641667,0.45082,0.644068,5s,5s_Pirellula-sp.-1
0.663043,0.586957,0.508333,0.473684,0.580557,0.527288,0.641304,0.652174,0.652174,0.630435,0.630435,0.445652,0.608696,0.556901,0.564033,0.552907,0.532401,0.534477,0.366539,0.522203,0.483607,0.487805,0.46875,0.449612,0.453125,0.301471,0.448,tmRNA,tmRNA_Trep.dent._AE017226_1-351
0.493506,0.480519,0.463415,0.486842,0.478224,0.48367,0.272727,0.324675,0.493506,0.272727,0.428571,0.285714,0.246753,0.256575,0.307217,0.461633,0.256575,0.39208,0.257226,0.225743,0.241379,0.290698,0.431818,0.241379,0.358696,0.231579,0.206522,srp,srp_Nect.haem._GSP-71109
0.457447,0.212766,0.494253,0.190476,0.475494,0.201313,0.351064,0.521277,0.43617,0.276596,0.37234,0.361702,0.37234,0.349211,0.535719,0.438509,0.272285,0.37234,0.359793,0.368441,0.347368,0.550562,0.44086,0.268041,0.37234,0.357895,0.364583,tmRNA,tmRNA_Geob.stea._TRW-1422_1-352
0.962264,0.849057,0.73913,0.608108,0.843349,0.718553,0.867925,0.849057,0.849057,0.867925,0.981132,0.471698,0.679245,0.72007,0.704416,0.699886,0.715439,0.813992,0.391342,0.563532,0.597403,0.584416,0.576923,0.589744,0.675325,0.324675,0.467532,srp,srp_Dros.yaku._GSP-7245
0.607143,0.635714,0.625,0.723577,0.616007,0.678224,0.635714,0.578571,0.664286,0.6,0.621429,0.55,0.635714,0.652229,0.587018,0.681543,0.613286,0.619221,0.548046,0.649791,0.669173,0.595588,0.699248,0.626866,0.617021,0.546099,0.664179,5s,5s_Cryptosporidium-parvum-1
0.793651,0.587302,0.510204,0.381443,0.636336,0.47331,0.777778,0.777778,0.777778,0.777778,0.793651,0.698413,0.777778,0.620452,0.614279,0.614279,0.617342,0.620699,0.551597,0.617342,0.494949,0.485149,0.485149,0.49,0.485437,0.435644,0.49,5s,5s_Bacteroides-capillosus-1
0.230769,0.211538,0.237624,0.22449,0.234171,0.217918,0.230769,0.230769,0.25,0.230769,0.240385,0.259615,0.182692,0.219455,0.219455,0.239837,0.219455,0.23164,0.250171,0.176047,0.208696,0.208696,0.230088,0.208696,0.223214,0.241071,0.169643,5s,5s_Sandaracinobacter-sibiricus-1
0.216216,0.243243,0.0952381,0.109756,0.143499,0.163393,0.216216,0.216216,0.216216,0.216216,0,0.135135,0.243243,0.142652,0.144361,0.142652,0.141821,0,0.0821995,0.160484,0.0941176,0.0963855,0.0941176,0.0930233,0,0.05,0.105882,RNaseP,RNaseP_B.megaterium
0.82,0.76,0.460674,0.417582,0.614616,0.563349,0.78,0.8,0.8,0.78,0.92,0.68,0.8,0.587947,0.609994,0.599625,0.584635,0.674577,0.515507,0.599625,0.443182,0.465116,0.449438,0.438202,0.494624,0.390805,0.449438,srp,srp_Humu.lupu._X65984
0.472727,0.618182,0.302326,0.382022,0.378045,0.485962,0.654545,0.854545,0.672727,0.654545,0.4,0.454545,0.672727,0.495434,0.668029,0.498908,0.492873,0.302765,0.340522,0.503973,0.375,0.522222,0.37,0.371134,0.229167,0.255102,0.377551,5s,5s_Loofah-witches-broom-phytoplasma-1
0.851485,0.851485,0.788991,0.811321,0.819643,0.83116,0.851485,0.831683,0.811881,0.831683,0.851485,0.60396,0.851485,0.819643,0.800581,0.785129,0.789786,0.819643,0.56356,0.808591,0.788991,0.770642,0.759259,0.75,0.788991,0.525862,0.767857,tmRNA,tmRNA_Nost.spec._BA000019_1-390
0.846154,0.769231,0.846154,0.740741,0.846154,0.754852,0.807692,0.730769,0.846154,0.807692,0.769231,0.115385,0.730769,0.778312,0.717109,0.846154,0.778312,0.754852,0.131559,0.717109,0.75,0.703704,0.846154,0.75,0.740741,0.15,0.703704,srp,srp_Trep.pall._AE000520
0.972222,0.972222,0.921053,0.921053,0.946292,0.946292,0.972222,0.972222,0.972222,0.972222,0.861111,0.583333,0.944444,0.934081,0.934081,0.946292,0.934081,0.849395,0.533745,0.895978,0.897436,0.897436,0.921053,0.897436,0.837838,0.488372,0.85,16s,16s_M.polymorpha_domain2
0.633333,0.8,0.542857,0.685714,0.586352,0.740656,0.5,0.566667,0.666667,0.566667,0.4,0,0.566667,0.456436,0.510255,0.608581,0.510255,0.36018,0,0.510255,0.416667,0.459459,0.555556,0.459459,0.324324,0,0.459459,grp1,grp1_a.I1.e.C.grayi.UNK.SSU.1046
0.96,0.86,0.888889,0.819048,0.92376,0.839274,0.82,0.86,0.96,0.95,0.97,0.14,0.78,0.804076,0.839274,0.92376,0.918399,0.933383,0.136626,0.764853,0.788462,0.819048,0.888889,0.88785,0.898148,0.133333,0.75,srp,srp_Dani.rrer._CR925739
0.808511,0.829787,0.791667,0.829787,0.800045,0.829787,0.787234,0.808511,0.808511,0.808511,0.808511,0.0638298,0.787234,0.763252,0.78388,0.800045,0.776157,0.800045,0.0584761,0.763252,0.74,0.76,0.791667,0.745098,0.791667,0.0535714,0.74,tRNA,tRNA_tdbR00000584-Aeropyrum_pernix-56636-Pro-GGG
0.924528,0.773585,0.882883,0.738739,0.903466,0.755961,0.943396,0.933962,0.886792,0.943396,0.933962,0.575472,0.801887,0.917779,0.908601,0.882639,0.917779,0.912685,0.547752,0.783618,0.892857,0.883929,0.878505,0.892857,0.891892,0.521368,0.765766,tmRNA,tmRNA_Verr.spin._TRW-240016_1-356
0.6,0.48,0.5,0.413793,0.547723,0.445669,0.48,0.48,0.6,0.48,0.6,0.32,0.48,0.431053,0.431053,0.538816,0.431053,0.53033,0.278524,0.431053,0.387097,0.387097,0.483871,0.387097,0.46875,0.242424,0.387097,5s,5s_Candidatus-Portiera-aleyrodidarum-1
0.831169,0.571429,0.771084,0.586667,0.800563,0.578998,0.38961,0.675325,0.753247,0.402597,0.675325,0.194805,0.61039,0.377545,0.654412,0.721179,0.385458,0.670982,0.194805,0.591488,0.365854,0.634146,0.690476,0.369048,0.666667,0.194805,0.573171,srp,srp_Myco.gall._AE015450
0.691667,0.733333,0.628788,0.692913,0.659479,0.712837,0.758333,0.766667,0.7,0.766667,0.766667,0.433333,0.758333,0.728583,0.733773,0.66491,0.733773,0.725512,0.394211,0.725797,0.7,0.70229,0.631579,0.70229,0.686567,0.358621,0.694656,tmRNA,tmRNA_Myco.arth._TRW-243272_1-394
0.738095,0.714286,0.696629,0.638298,0.717062,0.675224,0.642857,0.654762,0.75,0.654762,0.559524,0.178571,0.619048,0.621059,0.63256,0.724569,0.63256,0.540551,0.168805,0.601408,0.6,0.611111,0.7,0.611111,0.522222,0.159574,0.58427,srp,srp_Plas.berg._GSP-5823
0.433333,0.444444,0.438202,0.444444,0.435761,0.444444,0.755556,0.466667,0.377778,0.522222,0.4,0.333333,0.711111,0.731564,0.461567,0.373649,0.525148,0.397796,0.324442,0.68853,0.708333,0.456522,0.369565,0.52809,0.395604,0.315789,0.666667,srp,srp_Phae.nodo._GSP-321614
0,0,0,0,0,0,0,0,0,0,0,0.102564,0,0,0,0,0,0,0.0871627,0,0,0,0,0,0,0.0740741,0,grp1,grp1_a.I1.e.P.carinii.Pc3.C1.LSU.1921
0.19802,0.217822,0.215054,0.231579,0.206361,0.224595,0.118812,0.178218,0.178218,0.188119,0.188119,0.207921,0.108911,0.117653,0.179107,0.180009,0.19001,0.189057,0.202007,0.108376,0.116505,0.18,0.181818,0.191919,0.19,0.196262,0.107843,grp1,grp1_a.I1.b.Synechococcus.sp2.C3.tLEU
0.73913,0.73913,0.5,0.515152,0.607919,0.617061,0.652174,0.652174,0.73913,0.652174,0.73913,0.347826,0.608696,0.536399,0.536399,0.599171,0.536399,0.607919,0.290381,0.500639,0.441176,0.441176,0.485714,0.441176,0.5,0.242424,0.411765,srp,srp_Phyt.soja._GSP-67593
0.846939,0.867347,0.846939,0.825243,0.846939,0.846033,0.642857,0.734694,0.836735,0.857143,0.683673,0.255102,0.816327,0.633238,0.71664,0.841037,0.83205,0.666873,0.238626,0.80016,0.623762,0.699029,0.845361,0.807692,0.650485,0.223214,0.784314,tRNA,tRNA_tdbR00000219-Bacillus_subtilis-1423-Leu-CAG
0.911765,0.882353,0.885714,0.857143,0.898645,0.869657,0.941176,0.882353,0.764706,0.911765,0.882353,0.735294,0.941176,0.914659,0.857493,0.764706,0.886076,0.869657,0.677908,0.902214,0.888889,0.833333,0.764706,0.861111,0.857143,0.625,0.864865,srp,srp_Psyc.ingr._CP000510
0.888889,0.818182,0.830189,0.757009,0.859038,0.787001,0.89899,0.888889,0.909091,0.89899,0.929293,0.717172,0.89899,0.852857,0.843274,0.874446,0.85676,0.877625,0.671277,0.852857,0.809091,0.8,0.841121,0.816514,0.828829,0.628319,0.809091,tmRNA,tmRNA_Ther.elon._BA000039_1-386
0.8,0.6,0.717949,0.65625,0.757865,0.627495,0.685714,0.542857,0.8,0.742857,0.542857,0.342857,0.685714,0.649598,0.527982,0.757865,0.694879,0.520988,0.320713,0.649598,0.615385,0.513514,0.717949,0.65,0.5,0.3,0.615385,RNaseP,RNaseP_A.laidlawii
0.787879,0.787879,0.684211,0.702703,0.734218,0.744073,0.787879,0.787879,0.787879,0.787879,0.787879,0.575758,0.787879,0.715627,0.715627,0.724743,0.715627,0.724743,0.516541,0.715627,0.65,0.65,0.666667,0.65,0.666667,0.463415,0.65,5s,5s_Dehalococcoides-ethenogenes-1
0.7,0.9,0.552632,0.771429,0.621967,0.833238,0.7,0.7,0.7,0.7,0.7,0.566667,0.7,0.613941,0.613941,0.621967,0.621967,0.621967,0.490748,0.613941,0.538462,0.538462,0.552632,0.552632,0.552632,0.425,0.538462,srp,srp_Clav.lusi._GSP-306902
0.387097,0.306452,0.294479,0.223529,0.337627,0.261727,0.33871,0.395161,0.298387,0.330645,0.362903,0.112903,0.370968,0.290132,0.332634,0.25262,0.282389,0.304611,0.0919382,0.314068,0.248521,0.28,0.213873,0.241176,0.255682,0.0748663,0.265896,tmRNA,tmRNA_Thal.weis._AF049491_1-348
0.61039,0.662338,0.61039,0.6375,0.61039,0.6498,0.714286,0.714286,0.597403,0.636364,0.727273,0.233766,0.727273,0.671982,0.675878,0.575405,0.595264,0.680302,0.233766,0.676468,0.632184,0.639535,0.554217,0.556818,0.636364,0.233766,0.629213,tRNA,tRNA_tdbR00000591-Ascaris_suum-6253-Lys-UU
0.407407,0.407407,0.297297,0.297297,0.348024,0.348024,0.407407,0.407407,0.407407,0.407407,0.407407,0.222222,0.37037,0.35783,0.35783,0.343415,0.35783,0.338983,0.170251,0.316386,0.314286,0.314286,0.289474,0.314286,0.282051,0.130435,0.27027,RNaseP,RNaseP_L.acidophilus
0.153846,0.423077,0.1,0.275,0.124035,0.341096,0.0769231,0,0.115385,0.115385,0.0769231,0,0,0.0628075,0,0.0954429,0.0930262,0.0612564,0,0,0.0512821,0,0.0789474,0.075,0.0487805,0,0,srp,srp_Rhod.balt._BX294144
0.62766,0.819149,0.602041,0.802083,0.614717,0.810571,0.510638,0.521277,0.648936,0.510638,0.702128,0.297872,0.510638,0.490204,0.500417,0.632337,0.490204,0.691185,0.276618,0.490204,0.470588,0.480392,0.616162,0.470588,0.680412,0.256881,0.470588,srp,srp_Lotu.corn._AP006364
0.866667,0.866667,0.702703,0.702703,0.780391,0.780391,0.566667,0.6,0.633333,0.6,0.633333,0.5,0.566667,0.510255,0.54027,0.570285,0.54027,0.562731,0.4277,0.510255,0.459459,0.486486,0.513514,0.486486,0.5,0.365854,0.459459,srp,srp_Trep.dent._AE017226
0.941176,0.941176,0.914286,0.914286,0.927634,0.927634,0.764706,0.823529,0.882353,0.794118,0.764706,0.588235,0.764706,0.74316,0.800327,0.869657,0.771744,0.74316,0.523065,0.74316,0.722222,0.777778,0.857143,0.75,0.722222,0.465116,0.722222,tRNA,tRNA_tdbR00000619-Toxoplasma_gondii-5811-Met-CAU
0.73,0.84,0.715686,0.807692,0.722808,0.823688,0.85,0.84,0.84,0.85,0.68,0.33,0.84,0.825593,0.81588,0.823688,0.833494,0.663612,0.320524,0.819756,0.801887,0.792453,0.807692,0.817308,0.647619,0.311321,0.8,5s,5s_Chlorobium-limicola-1
0.220339,0.237288,0.149425,0.157303,0.18145,0.1932,0.288136,0.305085,0.220339,0.288136,0.305085,0.0847458,0.305085,0.232008,0.244316,0.177417,0.233293,0.247016,0.0657553,0.242999,0.186813,0.195652,0.142857,0.188889,0.2,0.0510204,0.193548,tmRNA,tmRNA_Vibr.spec._TRW-345075_1-368
0.734694,0.826531,0.679245,0.794118,0.706426,0.810162,0.816327,0.806122,0.72449,0.785714,0.704082,0.397959,0.673469,0.777616,0.775106,0.693351,0.759072,0.664569,0.37393,0.624422,0.740741,0.745283,0.663551,0.733333,0.627273,0.351351,0.578947,srp,srp_Toxo.gond._GSP-398031
0.8,0.32,0.740741,0.296296,0.7698,0.30792,0.68,0.56,0.68,0.48,0.48,0.36,0.48,0.65433,0.52915,0.64254,0.453557,0.46188,0.308698,0.453557,0.62963,0.5,0.607143,0.428571,0.444444,0.264706,0.428571,tmRNA,tmRNA_Carb.hydr._CP000141_1-359
0.694737,0.726316,0.6875,0.650943,0.691109,0.687597,0.726316,0.757895,0.736842,0.736842,0.852632,0.221053,0.715789,0.684377,0.727867,0.704238,0.694296,0.818851,0.216541,0.68743,0.64486,0.699029,0.673077,0.654206,0.786408,0.212121,0.660194,5s,5s_Halorubrum-distributum-1
1,1,0.818182,0.818182,0.904534,0.904534,1,1,1,1,1,0.62963,0.740741,0.904534,0.904534,0.904534,0.891133,0.904534,0.697519,0.670026,0.818182,0.818182,0.818182,0.794118,0.818182,0.772727,0.606061,srp,srp_Yers.ente._AM286415
0.72,0.68,0.857143,0.809524,0.785584,0.741941,0.72,0.72,0.72,0.72,0.72,0.56,0.6,0.767523,0.767523,0.785584,0.785584,0.785584,0.571547,0.654654,0.818182,0.818182,0.857143,0.857143,0.857143,0.583333,0.714286,srp,srp_Cion.inte._GSP-7719
0.84,0.8,0.724138,0.689655,0.77992,0.742781,0.8,0.84,0.84,0.8,0.84,0.32,0.8,0.730297,0.766812,0.766812,0.718421,0.793725,0.32,0.730297,0.666667,0.7,0.7,0.645161,0.75,0.32,0.666667,grp1,grp1_a.I1.m.S.luteus.A1.LSU.2449
0.454545,0.409091,0.421053,0.382979,0.437479,0.39582,0.409091,0.409091,0.534091,0.454545,0.454545,0.238636,0.409091,0.385694,0.383761,0.503546,0.426401,0.418121,0.21059,0.37998,0.363636,0.36,0.474747,0.4,0.384615,0.185841,0.352941,srp,srp_Meth.mari._BX957223
0.367647,0.441176,0.290698,0.32967,0.326916,0.381369,0.426471,0.441176,0.367647,0.426471,0.441176,0.205882,0.426471,0.366648,0.379291,0.32318,0.366648,0.385631,0.212218,0.364672,0.315217,0.326087,0.284091,0.315217,0.337079,0.21875,0.311828,tmRNA,tmRNA_Buch.aphi._AE013218_1-376
0.904762,0.904762,0.542857,0.542857,0.700826,0.700826,0.904762,0.904762,0.904762,0.904762,0.904762,0,0.857143,0.691024,0.691024,0.700826,0.691024,0.700826,0,0.654654,0.527778,0.527778,0.542857,0.527778,0.542857,0,0.5,srp,srp_Zygo.roux._AJ564197
0.638554,0.60241,0.646341,0.595238,0.642436,0.598813,0.53012,0.506024,0.493976,0.590361,0.457831,0.156627,0.590361,0.523846,0.5091,0.479737,0.586836,0.460615,0.157579,0.57663,0.517647,0.512195,0.465909,0.583333,0.463415,0.158537,0.563218,srp,srp_Enta.disp._GSP-370354
0.772277,0.732673,0.829787,0.74,0.800516,0.736327,0.742574,0.772277,0.643564,0.861386,0.564356,0.316832,0.643564,0.735329,0.772277,0.650032,0.857153,0.588129,0.310738,0.637285,0.728155,0.772277,0.656566,0.852941,0.612903,0.304762,0.631068,grp1,grp1_a.I1.e.S.paniceum.UNK.SSU.1210
0.484211,0.421053,0.494624,0.449438,0.48939,0.435014,0.484211,0.484211,0.0315789,0.378947,0.0315789,0.189474,0.0315789,0.479193,0.48678,0.0300375,0.367519,0.0298955,0.176082,0.0309344,0.474227,0.489362,0.0285714,0.356436,0.0283019,0.163636,0.030303,tmRNA,tmRNA_envi.sequ._TRW-2-1_1-365
0.895833,0.895833,0.767857,0.811321,0.82938,0.85253,0.895833,0.895833,0.895833,0.895833,0.895833,0.229167,0.895833,0.822073,0.822073,0.82938,0.822073,0.82938,0.208477,0.822073,0.754386,0.754386,0.767857,0.754386,0.767857,0.189655,0.754386,tRNA,tRNA_tdbR00000139-Mycoplasma_capricolum-2095-His-GUK
0.597701,0.804598,0.634146,0.823529,0.615654,0.814008,0.873563,0.850575,0.632184,0.804598,0.471264,0.103448,0.850575,0.883781,0.876123,0.635849,0.828766,0.465939,0.118771,0.870829,0.894118,0.902439,0.639535,0.853659,0.460674,0.136364,0.891566,srp,srp_Pyro.aero._AE009852
0.826087,0.847826,0.808511,0.8125,0.817252,0.829975,0.934783,0.913043,0.73913,0.923913,0.847826,0.130435,0.923913,0.919905,0.903278,0.74318,0.914031,0.821462,0.160185,0.90446,0.905263,0.893617,0.747253,0.904255,0.795918,0.196721,0.885417,tRNA,tRNA_tdbR00000271-Haloferax_volcanii-2246-Met-BAU
0.651163,0.55814,0.615385,0.55814,0.633021,0.55814,0.593023,0.581395,0.651163,0.581395,0.593023,0.162791,0.581395,0.579695,0.568329,0.64741,0.568329,0.582943,0.168785,0.565197,0.566667,0.555556,0.643678,0.555556,0.573034,0.175,0.549451,tRNA,tRNA_tdbR00000609-Chlamydomonas_reinhardtii-3055-Leu-UA7
0.777778,0.777778,0.777778,0.777778,0.777778,0.777778,0.777778,0.777778,0.777778,0.777778,0.777778,0.444444,0.740741,0.763763,0.763763,0.777778,0.763763,0.777778,0.421637,0.727393,0.75,0.75,0.777778,0.75,0.777778,0.4,0.714286,srp,srp_Cyan.mero._AB002583
0.777778,0.814815,0.792453,0.830189,0.785081,0.822466,0.814815,0.814815,0.796296,0.796296,0.75,0.333333,0.740741,0.803729,0.803729,0.792635,0.785462,0.739796,0.324442,0.730662,0.792793,0.792793,0.788991,0.774775,0.72973,0.315789,0.720721,srp,srp_Stro.purp._GSP-7668
0.717172,0.494949,0.669811,0.515789,0.693087,0.505262,0.686869,0.717172,0.717172,0.686869,0.686869,0.212121,0.686869,0.654603,0.680369,0.689841,0.654603,0.654603,0.208978,0.648679,0.623853,0.645455,0.663551,0.623853,0.623853,0.205882,0.612613,RNaseP,RNaseP_A.erythreum
